"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-32-JE9UHY0DFKN5L",0,7,0,3,3,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,5,2,2,0,1,0,1,4,1,0,1,1,1,5,1,1,3,0,1,0,4,0,7,2,0,1,3
"tRF-32-JF09R9OML3282",0,1,0,1,0,0,0,0,0,1,4,0,0,2,2,0,0,1,0,1,0,1,1,0,2,0,3,2,3,5,0,0,1,1,0,1,0,0,1,0,4,0,0,2,0,2,0,0
"tRF-32-JJ6RRNLIK898L",7,79,8,8,2,10,7,13,69,29,23,2,3,35,3,6,0,38,6,5,59,20,4,1,33,2,21,41,23,16,13,8,5,155,65,7,20,12,12,1,62,20,28,14,11,5,7,64
"tRF-32-JKW4R951KHZKK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"tRF-32-JP9P9NH5HYNX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-JP9P9NH5SYNX2",0,0,4,1,5,3,6,3,3,6,7,0,9,3,1,0,0,1,2,12,0,5,5,1,1,0,1,2,13,2,2,0,1,2,1,9,1,8,12,1,0,3,7,3,4,1,3,2
"tRF-32-JQJYSWRYVMMVL",19,7,26,20,45,28,19,15,17,41,35,9,21,16,40,5,10,0,18,24,7,20,25,27,17,28,7,18,23,22,16,11,11,7,4,13,10,11,24,7,9,25,14,14,10,9,18,10
"tRF-32-JXDXXLHQIXKD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-JYSWRYVMMV5BO",7,15,6,1,10,11,12,8,14,11,26,10,3,6,13,7,5,0,4,9,17,5,5,13,20,7,4,13,4,12,13,3,11,37,11,15,7,10,15,3,11,10,12,11,8,6,21,20
"tRF-32-JYSZ11KBDZ942",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-K3XN13QXQWUIF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-K84J83ML5FX23",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"tRF-32-K84J83ML5FX2J",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-32-K8HJ83ML5F823",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-32-K8UMPLBIUBNX2",0,4,0,2,4,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,1,0,2,0,0,3,2,0,0,0,0,0,0,1,0,1,1,0,0,3
"tRF-32-KF9MVH7P59N3Q",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-KRIMUF04QZ452",1,1,0,0,0,3,0,0,1,0,1,1,1,2,0,0,0,1,1,2,1,3,0,0,0,3,2,0,1,1,0,0,3,2,0,1,1,3,4,0,1,1,3,2,2,1,0,1
"tRF-32-KY7343RX6NMH3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"tRF-32-L1M3WE8S68L52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-L85DMKYUYRLH4",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-L8K87SIRMM121",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-LML38BWS72092",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"tRF-32-LML38BWS7K092",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-LML3W0WS72092",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-LR6LQ6S8V0J6L",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"tRF-32-LR6XQ6S8V0JUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"tRF-32-LSM1M3WE8SSP4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-LSM1M3WE8SSPL",1,14,1,3,0,2,3,10,9,2,2,3,2,8,0,4,0,9,0,2,10,1,4,1,29,0,2,6,10,4,8,7,0,42,5,0,7,4,1,0,6,2,11,2,1,2,10,8
"tRF-32-LUD3KS7SB1RHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-LY7L73HQP0IR2",6,48,22,16,15,12,12,29,29,27,31,1,16,35,13,3,0,28,9,13,12,22,6,5,15,9,14,39,29,2,22,15,8,12,25,16,13,17,27,7,20,16,11,12,26,29,7,39
"tRF-32-M1LWWE8SSP6D2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-M1M3WD8S746D2",36,130,129,108,53,29,105,65,74,98,97,17,68,107,42,4,2,252,133,71,11,220,93,34,56,14,40,160,300,65,64,98,91,22,62,144,107,137,77,27,95,192,62,66,120,115,17,49
"tRF-32-M1M3WE8SPP6D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-M1M3WE8SSP6D2",14,31,25,18,23,8,42,35,19,40,13,2,29,25,9,2,1,37,39,19,6,76,19,17,20,4,21,37,94,13,22,19,21,5,16,46,19,32,29,6,26,50,22,28,25,37,12,23
"tRF-32-M1M3WE8SSPOD2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-M2OSRN2NKSEKL",11,12,3,4,1,4,1,17,7,8,5,4,2,10,2,27,4,4,2,1,13,5,0,5,25,1,5,9,3,8,8,3,3,28,9,3,12,0,2,1,7,3,9,5,1,2,3,19
"tRF-32-M2OSRNLNK6EKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-M2OSRNLNKSEKL",80,93,20,40,10,50,32,119,101,112,66,41,20,59,25,253,18,40,20,31,101,23,5,23,213,19,32,82,39,70,76,48,10,293,57,20,59,13,29,10,92,32,75,24,10,16,41,172
"tRF-32-MIF91SS2P46I3",0,1,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,1,0,2,0,2,1,0,0,0,0
"tRF-32-MIF91SS2P4F13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-MIF91SS2P4FI3",0,1,3,1,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,3,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
"tRF-32-MKQ4R9OMK1QV2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-MP9PMNH5IS362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-MUWLV47PU9XWP",0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,2,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"tRF-32-MV9JKL0653L4L",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-MXF4P2PSSELQF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-MYSXR3IEWSNS4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-N3R718YKISQI3",0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"tRF-32-NJ47D112Z4R9L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-NPNNBX1WZ4RZF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-NRDXEPZY0DI6F",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-NWB162XB0ZZRF",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-NZ1QBLS17ONRF",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-32-O045DBNIB9I1J",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-OK8Y1951825K2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-OK8Y19O182RK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-32-OK8YR951K36D2",0,1,1,2,0,1,1,0,1,1,5,0,1,1,0,0,0,0,0,2,1,0,0,1,0,1,1,0,1,0,2,0,0,2,0,0,3,1,3,1,2,1,2,1,2,3,0,0
"tRF-32-OKW419518FMK2",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
"tRF-32-OKW4195R8FMK2",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"tRF-32-P0IRJ9ZH0SR9L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-P21MNKYUPR18F",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-P4R8YP9LON4V3",11,7,5,5,2,8,10,14,5,5,12,4,4,3,10,30,2,0,4,2,4,7,5,7,9,3,4,6,2,17,25,13,0,5,1,3,10,5,6,0,8,11,11,3,1,4,8,2
"tRF-32-PE6HFVQ8E9UM2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"tRF-32-PE6LQFZ2N7D9F",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PER8YP9LON4V3",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tRF-32-PIR8YP9LON4V3",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PNR8YO9LON4V3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PPZEVKXZFYYDO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-PS5P4PW3FJHP1",1,0,4,2,0,3,4,0,0,5,4,2,2,3,1,2,0,0,1,0,0,1,1,0,1,0,1,3,3,1,5,1,1,1,1,1,0,1,1,0,2,6,1,0,1,0,1,0
"tRF-32-PSQP4PW3FJI01",1,3,4,6,1,6,5,2,3,3,9,1,3,4,2,4,0,1,0,2,0,1,0,2,2,0,1,12,10,7,8,7,1,1,0,1,2,3,2,0,6,2,1,0,0,0,1,0
"tRF-32-PSQP4PW3FJIK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PV6RRNLNK88KF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PV6RRNLNK88KL",2,1,0,0,0,0,0,1,5,0,0,0,0,0,2,1,0,2,0,0,3,0,0,1,0,2,0,3,0,7,2,5,0,3,1,0,0,1,0,0,5,1,0,0,0,0,0,3
"tRF-32-PV6RRNLNK8KKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PV94V4SMIFFNJ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-PW5SVP9N15WVN",4,3,0,7,0,5,4,10,2,3,6,3,3,3,2,6,1,0,1,1,2,1,0,2,6,0,1,8,6,23,10,8,2,0,0,3,7,1,3,1,11,5,2,0,0,2,13,0
"tRF-32-Q1Q89P9L8422Q",1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"tRF-32-Q4PU7340QI6NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-Q4PUQ340QI6NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"tRF-32-Q99P9P9NH57SJ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"tRF-32-QB1MK8YU8S68F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"tRF-32-QB1MK8YUBS68F",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QB1MK8YUBS6PF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QFQ2FWQ8P6U12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-32-QJ3KYU4RRWRBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QJ3KYUYRR6RBJ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QKF1R38E8RO84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QKF1R3WE8RO84",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"tRF-32-QNR8VP9LFQFYJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"tRF-32-QO945NB2NZW7L",1,0,1,3,4,6,5,0,3,2,2,3,1,0,2,0,2,0,4,2,5,1,2,1,4,1,0,3,7,1,3,0,1,2,3,0,1,5,2,0,1,1,0,2,1,1,4,1
"tRF-32-QP4PW3FJH0E7O",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-QP4PW3FJI007O",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"tRF-32-QP4PW3FJIKE7O",22,73,68,56,47,57,66,76,74,101,108,13,50,64,23,3,0,59,33,94,44,131,31,26,44,5,25,151,112,47,54,24,18,56,76,73,23,58,83,27,52,74,51,62,47,45,9,138
"tRF-32-QP4PWEFJI0E7O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"tRF-32-QR535Z8LZBZFF",0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
"tRF-32-QXQWUID4ZWRNO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"tRF-32-R008R959KUMKH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"tRF-32-R29P4P9L5HLVQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-R3SJ83RPFV7IO",3,1,2,3,2,13,3,1,0,3,7,2,3,0,0,10,0,1,0,0,0,2,2,1,2,3,0,0,4,2,5,0,0,0,0,4,1,0,0,0,3,1,1,1,0,0,0,0
"tRF-32-R47673FEWS3V2",11,7,13,11,10,7,38,15,22,33,41,5,22,17,20,2,0,17,9,22,0,35,9,5,5,6,7,33,32,6,15,9,3,7,9,11,11,13,24,5,15,12,9,7,7,11,6,10
"tRF-32-R8WP9I1EWJQZ2",0,3,0,3,0,2,1,2,3,5,4,0,2,6,0,1,0,2,1,1,0,3,0,0,2,0,0,3,4,1,1,1,0,2,1,1,3,0,3,0,2,2,1,1,0,3,0,3
"tRF-32-R8WP9N1EWJQ72",9,30,15,10,6,17,31,16,38,29,27,5,10,18,3,1,0,22,8,9,4,42,4,4,13,2,12,29,29,13,8,11,6,25,37,17,8,30,14,2,17,24,18,24,11,12,5,43
"tRF-32-R9JP9PMNH5SY3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-32-R9M3W08SQ2SV2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-32-RESJ83RPFVIIO",5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"tRF-32-RK9P4P9L5FZU3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-RK9P4P9L5HMVQ",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"tRF-32-RP4PW3FJHPEZO",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-32-RP9830MMUKLYL",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-RPM2WEPSJ9852",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-RPM8309MUKLYL",0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-RPM830MMUKLYL",2,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"tRF-32-RQF91KV02ZOY2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
